Provincias,Año,Mes,Turistas_totales
Tarragona,2012,11,23156.0
Tarragona,2012,12,14867.0
Tarragona,2013,1,7453.0
Tarragona,2013,2,9607.0
Tarragona,2013,3,27847.0
Tarragona,2013,4,79186.0
Tarragona,2013,5,152934.0
Tarragona,2013,6,157716.0
Tarragona,2013,7,199876.0
Tarragona,2013,8,216377.0
Tarragona,2013,9,164112.0
Tarragona,2013,10,74159.0
Tarragona,2013,11,15338.0
Tarragona,2013,12,12800.0
Tarragona,2014,1,7903.0
Tarragona,2014,2,9865.0
Tarragona,2014,3,14629.0
Tarragona,2014,4,78447.0
Tarragona,2014,5,149717.0
Tarragona,2014,6,153655.0
Tarragona,2014,7,197842.0
Tarragona,2014,8,221552.0
Tarragona,2014,9,148988.0
Tarragona,2014,10,72910.0
Tarragona,2014,11,13917.0
Tarragona,2014,12,12795.0
Tarragona,2015,1,8909.0
Tarragona,2015,2,9585.0
Tarragona,2015,3,17685.0
Tarragona,2015,4,88895.0
Tarragona,2015,5,146145.0
Tarragona,2015,6,131085.0
Tarragona,2015,7,194595.0
Tarragona,2015,8,210014.0
Tarragona,2015,9,133889.0
Tarragona,2015,10,96742.0
Tarragona,2015,11,14117.0
Tarragona,2015,12,15604.0
Tarragona,2016,1,9526.0
Tarragona,2016,2,13825.0
Tarragona,2016,3,26217.0
Tarragona,2016,4,90162.0
Tarragona,2016,5,143495.0
Tarragona,2016,6,148936.0
Tarragona,2016,7,227165.0
Tarragona,2016,8,229889.0
Tarragona,2016,9,159498.0
Tarragona,2016,10,99282.0
Tarragona,2016,11,17645.0
Tarragona,2016,12,15930.0
Tarragona,2017,1,9675.0
Tarragona,2017,2,15460.0
Tarragona,2017,3,23338.0
Tarragona,2017,4,105532.0
Tarragona,2017,5,162719.0
Tarragona,2017,6,193765.0
Tarragona,2017,7,265450.0
Tarragona,2017,8,263759.0
Tarragona,2017,9,186499.0
Tarragona,2017,10,110726.0
Tarragona,2017,11,20062.0
Tarragona,2017,12,14508.0
Tarragona,2018,1,10372.0
Tarragona,2018,2,12075.0
Tarragona,2018,3,19643.0
Tarragona,2018,4,90251.0
Tarragona,2018,5,163405.0
Tarragona,2018,6,182439.0
Tarragona,2018,7,234064.0
Tarragona,2018,8,245641.0
Tarragona,2018,9,176690.0
Tarragona,2018,10,118872.0
Tarragona,2018,11,19578.0
Tarragona,2018,12,16611.0
Tarragona,2019,1,9237.0
Tarragona,2019,2,10236.0
Tarragona,2019,3,19245.0
Tarragona,2019,4,88187.0
Tarragona,2019,5,156319.0
Tarragona,2019,6,194937.0
Tarragona,2019,7,234361.0
Tarragona,2019,8,254469.0
Tarragona,2019,9,184364.0
Tarragona,2019,10,117268.0
Tarragona,2019,11,20608.0
Tarragona,2019,12,18035.0
Tarragona,2020,1,12939.0
Tarragona,2020,2,11252.0
Tarragona,2020,3,4998.0
Tarragona,2020,4,0.0
Tarragona,2020,5,421.0
Tarragona,2020,6,3252.0
Tarragona,2020,7,37705.0
Tarragona,2020,8,50176.0
Tarragona,2020,9,18283.0
Tarragona,2020,10,9858.0
Tarragona,2020,11,2235.0
Tarragona,2020,12,2854.0
Tarragona,2021,1,2095.0
Tarragona,2021,2,1660.0
Tarragona,2021,3,3045.0
Tarragona,2021,4,4139.0
Tarragona,2021,5,11122.0
Tarragona,2021,6,27916.0
Tarragona,2021,7,73108.0
Tarragona,2021,8,109468.0
Tarragona,2021,9,63595.0
Tarragona,2021,10,71383.0
Tarragona,2021,11,19985.0
Tarragona,2021,12,16169.0
Tarragona,2022,1,10416.0
Tarragona,2022,2,9522.0
Tarragona,2022,3,13987.0
Tarragona,2022,4,72714.0
Tarragona,2022,5,139713.0
Tarragona,2022,6,137196.0
Tarragona,2022,7,212123.0
Tarragona,2022,8,230290.0
Tarragona,2022,9,158793.0
Tarragona,2022,10,106469.0
Tarragona,2022,11,25306.0
Tarragona,2022,12,21041.0
Tarragona,2023,1,12891.0
Tarragona,2023,2,11967.0
Tarragona,2023,3,16143.0
Tarragona,2023,4,99767.0
Tarragona,2023,5,167047.0
Tarragona,2023,6,148207.0
Tarragona,2023,7,226071.0
Tarragona,2023,8,237217.0
Tarragona,2023,9,180900.0
Tarragona,2023,10,125224.0
Tarragona,2023,11,24753.0
Tarragona,2023,12,21955.0
Tarragona,2024,1,14651.0
Tarragona,2024,2,13555.0
Tarragona,2024,3,34786.0
Tarragona,2024,4,102473.0
Tarragona,2024,5,192065.0
Tarragona,2024,6,175066.0
Tarragona,2024,7,227735.0
Tarragona,2024,8,243534.0
Tarragona,2024,9,181165.0
Tarragona,2024,10,139981.0
Tarragona,2024,11,24809.0
Tarragona,2024,12,18044.0
Tarragona,2025,1,9158.0
Tarragona,2025,2,11324.0
Tarragona,2025,3,18193.0
Tarragona,2025,4,129611.0
Tarragona,2025,5,194748.0
Tarragona,2025,6,195537.0
Tarragona,2025,7,234276.0
Tarragona,2025,8,240455.0
Tarragona,2025,9,186286.0
Teruel,1999,1,492.0
Teruel,1999,2,684.0
Teruel,1999,3,1228.0
Teruel,1999,4,1840.0
Teruel,1999,5,1913.0
Teruel,1999,6,2016.0
Teruel,1999,7,1830.0
Teruel,1999,8,2340.0
Teruel,1999,9,2334.0
Teruel,1999,10,1723.0
Teruel,1999,11,891.0
Teruel,1999,12,380.0
Teruel,2000,1,390.0
Teruel,2000,2,863.0
Teruel,2000,3,1374.0
Teruel,2000,4,2415.0
Teruel,2000,5,2495.0
Teruel,2000,6,2044.0
Teruel,2000,7,2551.0
Teruel,2000,8,3253.0
Teruel,2000,9,2916.0
Teruel,2000,10,2057.0
Teruel,2000,11,1528.0
Teruel,2000,12,464.0
Teruel,2001,1,539.0
Teruel,2001,2,715.0
Teruel,2001,3,934.0
Teruel,2001,4,2312.0
Teruel,2001,5,2407.0
Teruel,2001,6,2143.0
Teruel,2001,7,1988.0
Teruel,2001,8,1662.0
Teruel,2001,9,2784.0
Teruel,2001,10,1674.0
Teruel,2001,11,431.0
Teruel,2001,12,535.0
Teruel,2002,1,555.0
Teruel,2002,2,584.0
Teruel,2002,3,969.0
Teruel,2002,4,2521.0
Teruel,2002,5,3246.0
Teruel,2002,6,2812.0
Teruel,2002,7,2776.0
Teruel,2002,8,3628.0
Teruel,2002,9,3010.0
Teruel,2002,10,2417.0
Teruel,2002,11,1246.0
Teruel,2002,12,683.0
Teruel,2003,1,523.0
Teruel,2003,2,850.0
Teruel,2003,3,1745.0
Teruel,2003,4,2227.0
Teruel,2003,5,3515.0
Teruel,2003,6,2583.0
Teruel,2003,7,3001.0
Teruel,2003,8,2641.0
Teruel,2003,9,3255.0
Teruel,2003,10,2069.0
Teruel,2003,11,893.0
Teruel,2003,12,756.0
Teruel,2004,1,617.0
Teruel,2004,2,575.0
Teruel,2004,3,1255.0
Teruel,2004,4,2726.0
Teruel,2004,5,2726.0
Teruel,2004,6,2309.0
Teruel,2004,7,2191.0
Teruel,2004,8,2477.0
Teruel,2004,9,2893.0
Teruel,2004,10,1883.0
Teruel,2004,11,811.0
Teruel,2004,12,853.0
Teruel,2005,1,487.0
Teruel,2005,2,676.0
Teruel,2005,3,1028.0
Teruel,2005,4,2035.0
Teruel,2005,5,2616.0
Teruel,2005,6,1555.0
Teruel,2005,7,1802.0
Teruel,2005,8,1966.0
Teruel,2005,9,2260.0
Teruel,2005,10,2111.0
Teruel,2005,11,828.0
Teruel,2005,12,703.0
Teruel,2006,1,589.0
Teruel,2006,2,619.0
Teruel,2006,3,1180.0
Teruel,2006,4,2484.0
Teruel,2006,5,2417.0
Teruel,2006,6,2007.0
Teruel,2006,7,1863.0
Teruel,2006,8,2216.0
Teruel,2006,9,2091.0
Teruel,2006,10,1924.0
Teruel,2006,11,1184.0
Teruel,2006,12,839.0
Teruel,2007,1,899.0
Teruel,2007,2,1501.0
Teruel,2007,3,1879.0
Teruel,2007,4,2440.0
Teruel,2007,5,2209.0
Teruel,2007,6,2599.0
Teruel,2007,7,2759.0
Teruel,2007,8,3161.0
Teruel,2007,9,3521.0
Teruel,2007,10,2717.0
Teruel,2007,11,1808.0
Teruel,2007,12,892.0
Teruel,2008,1,1054.0
Teruel,2008,2,1417.0
Teruel,2008,3,1880.0
Teruel,2008,4,2007.0
Teruel,2008,5,2643.0
Teruel,2008,6,2690.0
Teruel,2008,7,2617.0
Teruel,2008,8,3202.0
Teruel,2008,9,3512.0
Teruel,2008,10,2722.0
Teruel,2008,11,1280.0
Teruel,2008,12,509.0
Teruel,2009,1,740.0
Teruel,2009,2,826.0
Teruel,2009,3,1377.0
Teruel,2009,4,2418.0
Teruel,2009,5,1903.0
Teruel,2009,6,2256.0
Teruel,2009,7,2624.0
Teruel,2009,8,2703.0
Teruel,2009,9,2870.0
Teruel,2009,10,2968.0
Teruel,2009,11,1015.0
Teruel,2009,12,963.0
Teruel,2010,1,929.0
Teruel,2010,2,1135.0
Teruel,2010,3,1440.0
Teruel,2010,4,1907.0
Teruel,2010,5,3511.0
Teruel,2010,6,2090.0
Teruel,2010,7,2995.0
Teruel,2010,8,3819.0
Teruel,2010,9,3737.0
Teruel,2010,10,3374.0
Teruel,2010,11,1692.0
Teruel,2010,12,924.0
Teruel,2011,1,1178.0
Teruel,2011,2,1116.0
Teruel,2011,3,2308.0
Teruel,2011,4,2559.0
Teruel,2011,5,2988.0
Teruel,2011,6,3248.0
Teruel,2011,7,3145.0
Teruel,2011,8,3238.0
Teruel,2011,9,4023.0
Teruel,2011,10,3455.0
Teruel,2011,11,1672.0
Teruel,2011,12,852.0
Teruel,2012,1,842.0
Teruel,2012,2,1068.0
Teruel,2012,3,1914.0
Teruel,2012,4,3274.0
Teruel,2012,5,4037.0
Teruel,2012,6,4016.0
Teruel,2012,7,3484.0
Teruel,2012,8,3462.0
Teruel,2012,9,4252.0
Teruel,2012,10,2814.0
Teruel,2012,11,2324.0
Teruel,2012,12,919.0
Teruel,2013,1,1049.0
Teruel,2013,2,1207.0
Teruel,2013,3,3256.0
Teruel,2013,4,3137.0
Teruel,2013,5,4135.0
Teruel,2013,6,4060.0
Teruel,2013,7,3523.0
Teruel,2013,8,4717.0
Teruel,2013,9,4929.0
Teruel,2013,10,3294.0
Teruel,2013,11,2324.0
Teruel,2013,12,1232.0
Teruel,2014,1,696.0
Teruel,2014,2,1562.0
Teruel,2014,3,2336.0
Teruel,2014,4,4097.0
Teruel,2014,5,4584.0
Teruel,2014,6,3340.0
Teruel,2014,7,4460.0
Teruel,2014,8,4273.0
Teruel,2014,9,4867.0
Teruel,2014,10,3961.0
Teruel,2014,11,2169.0
Teruel,2014,12,1403.0
Teruel,2015,1,1190.0
Teruel,2015,2,1641.0
Teruel,2015,3,2644.0
Teruel,2015,4,4857.0
Teruel,2015,5,5315.0
Teruel,2015,6,4705.0
Teruel,2015,7,4542.0
Teruel,2015,8,4266.0
Teruel,2015,9,6282.0
Teruel,2015,10,4811.0
Teruel,2015,11,2066.0
Teruel,2015,12,1895.0
Teruel,2016,1,1950.0
Teruel,2016,2,2150.0
Teruel,2016,3,3676.0
Teruel,2016,4,3976.0
Teruel,2016,5,5651.0
Teruel,2016,6,3543.0
Teruel,2016,7,5173.0
Teruel,2016,8,5381.0
Teruel,2016,9,5743.0
Teruel,2016,10,4467.0
Teruel,2016,11,1986.0
Teruel,2016,12,2066.0
Teruel,2017,1,2008.0
Teruel,2017,2,2103.0
Teruel,2017,3,4354.0
Teruel,2017,4,4554.0
Teruel,2017,5,5195.0
Teruel,2017,6,4626.0
Teruel,2017,7,5009.0
Teruel,2017,8,5146.0
Teruel,2017,9,6530.0
Teruel,2017,10,5073.0
Teruel,2017,11,3329.0
Teruel,2017,12,1918.0
Teruel,2018,1,2526.0
Teruel,2018,2,1997.0
Teruel,2018,3,4283.0
Teruel,2018,4,5167.0
Teruel,2018,5,6356.0
Teruel,2018,6,5163.0
Teruel,2018,7,5077.0
Teruel,2018,8,5673.0
Teruel,2018,9,7554.0
Teruel,2018,10,6473.0
Teruel,2018,11,3468.0
Teruel,2018,12,2416.0
Teruel,2019,1,3050.0
Teruel,2019,2,2586.0
Teruel,2019,3,3489.0
Teruel,2019,4,6075.0
Teruel,2019,5,6244.0
Teruel,2019,6,4945.0
Teruel,2019,7,5275.0
Teruel,2019,8,5719.0
Teruel,2019,9,7329.0
Teruel,2019,10,6791.0
Teruel,2019,11,2680.0
Teruel,2019,12,3099.0
Teruel,2020,1,3635.0
Teruel,2020,2,3263.0
Teruel,2020,3,2299.0
Teruel,2020,4,0.0
Teruel,2020,5,164.0
Teruel,2020,6,325.0
Teruel,2020,7,2066.0
Teruel,2020,8,2688.0
Teruel,2020,9,1991.0
Teruel,2020,10,2356.0
Teruel,2020,11,898.0
Teruel,2020,12,617.0
Teruel,2021,1,421.0
Teruel,2021,2,374.0
Teruel,2021,3,776.0
Teruel,2021,4,850.0
Teruel,2021,5,1954.0
Teruel,2021,6,2429.0
Teruel,2021,7,4071.0
Teruel,2021,8,3355.0
Teruel,2021,9,5458.0
Teruel,2021,10,4603.0
Teruel,2021,11,2667.0
Teruel,2021,12,1903.0
Teruel,2022,1,1898.0
Teruel,2022,2,1887.0
Teruel,2022,3,3057.0
Teruel,2022,4,4512.0
Teruel,2022,5,5111.0
Teruel,2022,6,4643.0
Teruel,2022,7,4757.0
Teruel,2022,8,5577.0
Teruel,2022,9,6552.0
Teruel,2022,10,5327.0
Teruel,2022,11,3394.0
Teruel,2022,12,1909.0
Teruel,2023,1,1937.0
Teruel,2023,2,2601.0
Teruel,2023,3,3322.0
Teruel,2023,4,4551.0
Teruel,2023,5,6490.0
Teruel,2023,6,4861.0
Teruel,2023,7,4881.0
Teruel,2023,8,6135.0
Teruel,2023,9,6182.0
Teruel,2023,10,5562.0
Teruel,2023,11,3685.0
Teruel,2023,12,2526.0
Teruel,2024,1,2392.0
Teruel,2024,2,2952.0
Teruel,2024,3,4402.0
Teruel,2024,4,4902.0
Teruel,2024,5,7344.0
Teruel,2024,6,4429.0
Teruel,2024,7,5277.0
Teruel,2024,8,6054.0
Teruel,2024,9,7233.0
Teruel,2024,10,7083.0
Teruel,2024,11,3642.0
Teruel,2024,12,2916.0
Teruel,2025,1,2681.0
Teruel,2025,2,2855.0
Teruel,2025,3,4152.0
Teruel,2025,4,5215.0
Teruel,2025,5,7151.0
Teruel,2025,6,6325.0
Teruel,2025,7,5413.0
Teruel,2025,8,5361.0
Teruel,2025,9,7615.0
Toledo,1999,1,7360.0
Toledo,1999,2,7870.0
Toledo,1999,3,12585.0
Toledo,1999,4,20423.0
Toledo,1999,5,19625.0
Toledo,1999,6,15121.0
Toledo,1999,7,16733.0
Toledo,1999,8,21610.0
Toledo,1999,9,22754.0
Toledo,1999,10,20876.0
Toledo,1999,11,11458.0
Toledo,1999,12,7043.0
Toledo,2000,1,5676.0
Toledo,2000,2,7198.0
Toledo,2000,3,15189.0
Toledo,2000,4,19833.0
Toledo,2000,5,20522.0
Toledo,2000,6,17732.0
Toledo,2000,7,21351.0
Toledo,2000,8,22006.0
Toledo,2000,9,22689.0
Toledo,2000,10,23447.0
Toledo,2000,11,11983.0
Toledo,2000,12,10118.0
Toledo,2001,1,6930.0
Toledo,2001,2,9004.0
Toledo,2001,3,13909.0
Toledo,2001,4,21899.0
Toledo,2001,5,21614.0
Toledo,2001,6,19548.0
Toledo,2001,7,21370.0
Toledo,2001,8,20776.0
Toledo,2001,9,19381.0
Toledo,2001,10,17054.0
Toledo,2001,11,9045.0
Toledo,2001,12,7945.0
Toledo,2002,1,6420.0
Toledo,2002,2,7619.0
Toledo,2002,3,14195.0
Toledo,2002,4,21078.0
Toledo,2002,5,22180.0
Toledo,2002,6,16965.0
Toledo,2002,7,21302.0
Toledo,2002,8,22239.0
Toledo,2002,9,22945.0
Toledo,2002,10,18503.0
Toledo,2002,11,10642.0
Toledo,2002,12,8034.0
Toledo,2003,1,7581.0
Toledo,2003,2,7683.0
Toledo,2003,3,11732.0
Toledo,2003,4,18616.0
Toledo,2003,5,19538.0
Toledo,2003,6,16005.0
Toledo,2003,7,18876.0
Toledo,2003,8,20322.0
Toledo,2003,9,19751.0
Toledo,2003,10,18270.0
Toledo,2003,11,9467.0
Toledo,2003,12,8372.0
Toledo,2004,1,6456.0
Toledo,2004,2,7475.0
Toledo,2004,3,11141.0
Toledo,2004,4,19245.0
Toledo,2004,5,19368.0
Toledo,2004,6,15448.0
Toledo,2004,7,15795.0
Toledo,2004,8,18252.0
Toledo,2004,9,18345.0
Toledo,2004,10,16311.0
Toledo,2004,11,8279.0
Toledo,2004,12,7438.0
Toledo,2005,1,6081.0
Toledo,2005,2,6239.0
Toledo,2005,3,11107.0
Toledo,2005,4,13853.0
Toledo,2005,5,17803.0
Toledo,2005,6,15332.0
Toledo,2005,7,14311.0
Toledo,2005,8,14917.0
Toledo,2005,9,17690.0
Toledo,2005,10,14491.0
Toledo,2005,11,10222.0
Toledo,2005,12,6605.0
Toledo,2006,1,7704.0
Toledo,2006,2,7200.0
Toledo,2006,3,11312.0
Toledo,2006,4,19943.0
Toledo,2006,5,17508.0
Toledo,2006,6,15870.0
Toledo,2006,7,14980.0
Toledo,2006,8,17240.0
Toledo,2006,9,17277.0
Toledo,2006,10,14196.0
Toledo,2006,11,10703.0
Toledo,2006,12,7595.0
Toledo,2007,1,7388.0
Toledo,2007,2,9270.0
Toledo,2007,3,12622.0
Toledo,2007,4,17781.0
Toledo,2007,5,20189.0
Toledo,2007,6,16533.0
Toledo,2007,7,14772.0
Toledo,2007,8,16604.0
Toledo,2007,9,17520.0
Toledo,2007,10,16246.0
Toledo,2007,11,9393.0
Toledo,2007,12,6983.0
Toledo,2008,1,10610.0
Toledo,2008,2,7999.0
Toledo,2008,3,11945.0
Toledo,2008,4,15872.0
Toledo,2008,5,20599.0
Toledo,2008,6,15716.0
Toledo,2008,7,15881.0
Toledo,2008,8,19006.0
Toledo,2008,9,18374.0
Toledo,2008,10,16756.0
Toledo,2008,11,8051.0
Toledo,2008,12,8056.0
Toledo,2009,1,10014.0
Toledo,2009,2,6593.0
Toledo,2009,3,9304.0
Toledo,2009,4,18317.0
Toledo,2009,5,19272.0
Toledo,2009,6,12580.0
Toledo,2009,7,15658.0
Toledo,2009,8,17786.0
Toledo,2009,9,17611.0
Toledo,2009,10,16364.0
Toledo,2009,11,8290.0
Toledo,2009,12,7798.0
Toledo,2010,1,6395.0
Toledo,2010,2,7435.0
Toledo,2010,3,11882.0
Toledo,2010,4,17049.0
Toledo,2010,5,20755.0
Toledo,2010,6,16129.0
Toledo,2010,7,20187.0
Toledo,2010,8,19033.0
Toledo,2010,9,18589.0
Toledo,2010,10,18222.0
Toledo,2010,11,11324.0
Toledo,2010,12,7558.0
Toledo,2011,1,8618.0
Toledo,2011,2,8260.0
Toledo,2011,3,13389.0
Toledo,2011,4,21718.0
Toledo,2011,5,21622.0
Toledo,2011,6,18547.0
Toledo,2011,7,20576.0
Toledo,2011,8,19535.0
Toledo,2011,9,19783.0
Toledo,2011,10,18415.0
Toledo,2011,11,10843.0
Toledo,2011,12,8844.0
Toledo,2012,1,10887.0
Toledo,2012,2,7716.0
Toledo,2012,3,13329.0
Toledo,2012,4,17920.0
Toledo,2012,5,21014.0
Toledo,2012,6,20075.0
Toledo,2012,7,18530.0
Toledo,2012,8,18301.0
Toledo,2012,9,22532.0
Toledo,2012,10,17160.0
Toledo,2012,11,10346.0
Toledo,2012,12,9036.0
Toledo,2013,1,9212.0
Toledo,2013,2,9550.0
Toledo,2013,3,13799.0
Toledo,2013,4,15367.0
Toledo,2013,5,20802.0
Toledo,2013,6,17733.0
Toledo,2013,7,17435.0
Toledo,2013,8,19832.0
Toledo,2013,9,20497.0
Toledo,2013,10,19541.0
Toledo,2013,11,11852.0
Toledo,2013,12,8183.0
Toledo,2014,1,9962.0
Toledo,2014,2,8487.0
Toledo,2014,3,13769.0
Toledo,2014,4,20056.0
Toledo,2014,5,26036.0
Toledo,2014,6,19701.0
Toledo,2014,7,22089.0
Toledo,2014,8,23564.0
Toledo,2014,9,26121.0
Toledo,2014,10,22893.0
Toledo,2014,11,11361.0
Toledo,2014,12,10540.0
Toledo,2015,1,10105.0
Toledo,2015,2,10170.0
Toledo,2015,3,13127.0
Toledo,2015,4,17066.0
Toledo,2015,5,23633.0
Toledo,2015,6,19880.0
Toledo,2015,7,22225.0
Toledo,2015,8,20830.0
Toledo,2015,9,24796.0
Toledo,2015,10,24218.0
Toledo,2015,11,12311.0
Toledo,2015,12,10260.0
Toledo,2016,1,9831.0
Toledo,2016,2,10862.0
Toledo,2016,3,13835.0
Toledo,2016,4,20640.0
Toledo,2016,5,28245.0
Toledo,2016,6,21724.0
Toledo,2016,7,20855.0
Toledo,2016,8,22852.0
Toledo,2016,9,24397.0
Toledo,2016,10,22594.0
Toledo,2016,11,15229.0
Toledo,2016,12,11716.0
Toledo,2017,1,14162.0
Toledo,2017,2,11819.0
Toledo,2017,3,15570.0
Toledo,2017,4,22630.0
Toledo,2017,5,27862.0
Toledo,2017,6,24941.0
Toledo,2017,7,24463.0
Toledo,2017,8,23904.0
Toledo,2017,9,26895.0
Toledo,2017,10,26651.0
Toledo,2017,11,16151.0
Toledo,2017,12,12382.0
Toledo,2018,1,12139.0
Toledo,2018,2,13507.0
Toledo,2018,3,17068.0
Toledo,2018,4,22490.0
Toledo,2018,5,27025.0
Toledo,2018,6,23844.0
Toledo,2018,7,23264.0
Toledo,2018,8,25169.0
Toledo,2018,9,27653.0
Toledo,2018,10,28201.0
Toledo,2018,11,18249.0
Toledo,2018,12,14251.0
Toledo,2019,1,13691.0
Toledo,2019,2,13884.0
Toledo,2019,3,17885.0
Toledo,2019,4,24117.0
Toledo,2019,5,29841.0
Toledo,2019,6,26520.0
Toledo,2019,7,24818.0
Toledo,2019,8,26444.0
Toledo,2019,9,28655.0
Toledo,2019,10,29541.0
Toledo,2019,11,18773.0
Toledo,2019,12,11739.0
Toledo,2020,1,17249.0
Toledo,2020,2,12964.0
Toledo,2020,3,4147.0
Toledo,2020,4,0.0
Toledo,2020,5,37.0
Toledo,2020,6,605.0
Toledo,2020,7,4246.0
Toledo,2020,8,4712.0
Toledo,2020,9,2776.0
Toledo,2020,10,2437.0
Toledo,2020,11,825.0
Toledo,2020,12,867.0
Toledo,2021,1,935.0
Toledo,2021,2,1026.0
Toledo,2021,3,1272.0
Toledo,2021,4,1547.0
Toledo,2021,5,3345.0
Toledo,2021,6,5528.0
Toledo,2021,7,9149.0
Toledo,2021,8,11271.0
Toledo,2021,9,10665.0
Toledo,2021,10,11100.0
Toledo,2021,11,8436.0
Toledo,2021,12,7797.0
Toledo,2022,1,6088.0
Toledo,2022,2,7452.0
Toledo,2022,3,11126.0
Toledo,2022,4,14508.0
Toledo,2022,5,16296.0
Toledo,2022,6,15968.0
Toledo,2022,7,17222.0
Toledo,2022,8,20135.0
Toledo,2022,9,18323.0
Toledo,2022,10,19040.0
Toledo,2022,11,12790.0
Toledo,2022,12,12283.0
Toledo,2023,1,11333.0
Toledo,2023,2,11153.0
Toledo,2023,3,13368.0
Toledo,2023,4,17292.0
Toledo,2023,5,22931.0
Toledo,2023,6,18620.0
Toledo,2023,7,20635.0
Toledo,2023,8,21599.0
Toledo,2023,9,21805.0
Toledo,2023,10,22629.0
Toledo,2023,11,15549.0
Toledo,2023,12,11895.0
Toledo,2024,1,12454.0
Toledo,2024,2,12783.0
Toledo,2024,3,17987.0
Toledo,2024,4,19632.0
Toledo,2024,5,24183.0
Toledo,2024,6,19661.0
Toledo,2024,7,19122.0
Toledo,2024,8,20949.0
Toledo,2024,9,22057.0
Toledo,2024,10,24085.0
Toledo,2024,11,17509.0
Toledo,2024,12,11945.0
Toledo,2025,1,11805.0
Toledo,2025,2,11971.0
Toledo,2025,3,14749.0
Toledo,2025,4,21661.0
Toledo,2025,5,22068.0
Toledo,2025,6,19664.0
Toledo,2025,7,20375.0
Toledo,2025,8,20242.0
Toledo,2025,9,20791.0
Valencia/València,1999,1,18322.0
Valencia/València,1999,2,19891.0
Valencia/València,1999,3,31183.0
Valencia/València,1999,4,25808.0
Valencia/València,1999,5,28720.0
Valencia/València,1999,6,25757.0
Valencia/València,1999,7,29649.0
Valencia/València,1999,8,37222.0
Valencia/València,1999,9,34606.0
Valencia/València,1999,10,30067.0
Valencia/València,1999,11,25629.0
Valencia/València,1999,12,15826.0
Valencia/València,2000,1,20319.0
Valencia/València,2000,2,20765.0
Valencia/València,2000,3,34960.0
Valencia/València,2000,4,35535.0
Valencia/València,2000,5,32132.0
Valencia/València,2000,6,33473.0
Valencia/València,2000,7,36630.0
Valencia/València,2000,8,47471.0
Valencia/València,2000,9,38515.0
Valencia/València,2000,10,34350.0
Valencia/València,2000,11,26352.0
Valencia/València,2000,12,20898.0
Valencia/València,2001,1,21190.0
Valencia/València,2001,2,28095.0
Valencia/València,2001,3,32932.0
Valencia/València,2001,4,34570.0
Valencia/València,2001,5,34054.0
Valencia/València,2001,6,34804.0
Valencia/València,2001,7,38330.0
Valencia/València,2001,8,44663.0
Valencia/València,2001,9,40317.0
Valencia/València,2001,10,31708.0
Valencia/València,2001,11,25861.0
Valencia/València,2001,12,18721.0
Valencia/València,2002,1,20581.0
Valencia/València,2002,2,35704.0
Valencia/València,2002,3,35117.0
Valencia/València,2002,4,36110.0
Valencia/València,2002,5,32953.0
Valencia/València,2002,6,36118.0
Valencia/València,2002,7,37668.0
Valencia/València,2002,8,45840.0
Valencia/València,2002,9,41478.0
Valencia/València,2002,10,43702.0
Valencia/València,2002,11,33064.0
Valencia/València,2002,12,25928.0
Valencia/València,2003,1,23913.0
Valencia/València,2003,2,31403.0
Valencia/València,2003,3,43180.0
Valencia/València,2003,4,34205.0
Valencia/València,2003,5,32743.0
Valencia/València,2003,6,35136.0
Valencia/València,2003,7,41849.0
Valencia/València,2003,8,48343.0
Valencia/València,2003,9,44795.0
Valencia/València,2003,10,43549.0
Valencia/València,2003,11,35492.0
Valencia/València,2003,12,29079.0
Valencia/València,2004,1,26355.0
Valencia/València,2004,2,30070.0
Valencia/València,2004,3,44584.0
Valencia/València,2004,4,37912.0
Valencia/València,2004,5,36488.0
Valencia/València,2004,6,33700.0
Valencia/València,2004,7,40266.0
Valencia/València,2004,8,46359.0
Valencia/València,2004,9,46192.0
Valencia/València,2004,10,46170.0
Valencia/València,2004,11,33762.0
Valencia/València,2004,12,27940.0
Valencia/València,2005,1,27998.0
Valencia/València,2005,2,39009.0
Valencia/València,2005,3,46521.0
Valencia/València,2005,4,51355.0
Valencia/València,2005,5,50587.0
Valencia/València,2005,6,49401.0
Valencia/València,2005,7,52655.0
Valencia/València,2005,8,62967.0
Valencia/València,2005,9,55623.0
Valencia/València,2005,10,53952.0
Valencia/València,2005,11,46655.0
Valencia/València,2005,12,33856.0
Valencia/València,2006,1,40865.0
Valencia/València,2006,2,53576.0
Valencia/València,2006,3,70360.0
Valencia/València,2006,4,72639.0
Valencia/València,2006,5,74445.0
Valencia/València,2006,6,67396.0
Valencia/València,2006,7,69545.0
Valencia/València,2006,8,81911.0
Valencia/València,2006,9,70788.0
Valencia/València,2006,10,70006.0
Valencia/València,2006,11,56684.0
Valencia/València,2006,12,41707.0
Valencia/València,2007,1,48637.0
Valencia/València,2007,2,67975.0
Valencia/València,2007,3,77431.0
Valencia/València,2007,4,81616.0
Valencia/València,2007,5,80177.0
Valencia/València,2007,6,82821.0
Valencia/València,2007,7,76332.0
Valencia/València,2007,8,97706.0
Valencia/València,2007,9,80692.0
Valencia/València,2007,10,70030.0
Valencia/València,2007,11,68720.0
Valencia/València,2007,12,51183.0
Valencia/València,2008,1,50172.0
Valencia/València,2008,2,73337.0
Valencia/València,2008,3,76926.0
Valencia/València,2008,4,83193.0
Valencia/València,2008,5,84339.0
