Provincias,Año,Mes,Turistas_totales,Turistas_pasados,lag_estacional,lag_1,lag_2,lag_3,lag_4,log_ratio,log_lag_1,log_lag_2,log_lag_3,log_lag_4,log_lag_estacional,media_lag_2,media_lag_3,tendencia_corta
Gipuzkoa,2018,8,64738.0,63137.0,63836.0,63137.0,57960.0,63836.0,61343.0,0.025041386680030087,11.053078085968867,10.967525649563905,11.064088238538305,11.02425264584537,11.064088238538305,11.010301867766387,11.028230658023693,0.0855524364049618
Gipuzkoa,2019,6,64885.0,64738.0,57960.0,64738.0,63137.0,57960.0,63836.0,0.0022681169702654103,11.078119080959949,11.053078085968867,10.967525649563905,11.064088238538305,10.967525649563905,11.065598583464407,11.032907605497572,0.025040994991082144
Gipuzkoa,2019,7,67463.0,64885.0,63137.0,64885.0,64738.0,63137.0,57960.0,0.038962827253023136,11.08038716293513,11.078119080959949,11.053078085968867,10.967525649563905,11.053078085968867,11.07925312194754,11.07052810995465,0.0022680819751812464
Gipuzkoa,2019,8,69840.0,67463.0,64738.0,67463.0,64885.0,64738.0,63137.0,0.03462761208913001,11.119349401254478,11.08038716293513,11.078119080959949,11.053078085968867,11.078119080959949,11.099868282094803,11.092618548383186,0.038962238319347975
Gipuzkoa,2022,6,65157.0,52437.0,20843.0,52437.0,45096.0,20843.0,39590.0,0.21718729313723273,10.867386798325008,10.716571004431286,9.944821416029106,10.586357098684939,9.944821416029106,10.791978901378148,10.509593072928467,0.15081579389372202
Gipuzkoa,2022,7,80861.0,65157.0,45096.0,65157.0,52437.0,45096.0,20843.0,0.21593188903202787,11.08457036856782,10.867386798325008,10.716571004431286,9.944821416029106,10.716571004431286,10.975978583446413,10.88950939044137,0.21718357024281154
Gipuzkoa,2022,8,77361.0,80861.0,52437.0,80861.0,65157.0,52437.0,45096.0,-0.04424885355178709,11.300499276997215,11.08457036856782,10.867386798325008,10.716571004431286,10.867386798325008,11.192534822782516,11.084152147963346,0.2159289084293956
Gipuzkoa,2023,6,79675.0,77361.0,65157.0,77361.0,80861.0,65157.0,52437.0,0.029473082664866368,11.256250982947074,11.300499276997215,11.08457036856782,10.867386798325008,11.08457036856782,11.278375129972144,11.213773542837368,-0.0442482940501403
Gipuzkoa,2023,7,86221.0,79675.0,80861.0,79675.0,77361.0,80861.0,65157.0,0.07895790718539786,11.285723690195164,11.256250982947074,11.300499276997215,11.08457036856782,11.300499276997215,11.27098733657112,11.280824650046483,0.02947270724808959
Gipuzkoa,2023,8,86166.0,86221.0,77361.0,86221.0,79675.0,77361.0,80861.0,-0.0006380991822609872,11.364680644506228,11.285723690195164,11.256250982947074,11.300499276997215,11.256250982947074,11.325202167350696,11.302218439216155,0.07895695431106375
